Feed_Flow_kg_h,Feed_Heavy_Fraction,Column_Pressure_kPa,Reflux_Ratio,Num_Stages,Murphree_Efficiency,Effective_Stages,Relative_Volatility,Separation_Power,Distillate_Rate_kg_h,Bottoms_Rate_kg_h,Reflux_Flow_kg_h,Distillate_Heavy_Fraction,Bottoms_Heavy_Fraction,Top_Tray_Temperature_C,Bottom_Temperature_C,Distillate_to_Feed,Reflux_to_Feed,Heavy_Recovery_to_Bottoms,Dataset,Mass_Balance_Error_kg_h,Heavy_Component_Balance_Error_kg_h
11425.039,0.47444,143.202,1.836,22,0.6856,15.083,2.01396,6.83639,4239.065,7185.974,7783.026,0.121842,0.682439,81.799,100.712,0.37103,0.68123,0.904714,C,0.0,0.010435
10118.4,0.39415,169.576,3.1476,25,0.8148,20.37,1.96354,10.43054,4699.783,5418.618,14792.905,0.022119,0.716821,81.574,102.339,0.46448,1.46198,0.973935,C,-0.001,0.033686
10161.427,0.34057,143.643,1.0697,26,0.7063,18.364,2.01303,6.64045,5320.11,4841.317,5690.678,0.063968,0.64452,81.054,100.487,0.52356,0.56003,0.90166,C,0.0,0.034764
11376.302,0.49823,195.179,2.3414,25,0.8249,20.623,1.92256,9.44576,3725.361,7650.941,8722.499,0.058083,0.712547,82.968,103.49,0.32747,0.76673,0.961824,C,0.0,-0.020254
11014.48,0.38469,167.028,1.6698,21,0.6966,14.628,1.968,6.19404,5212.183,5802.297,8703.431,0.095843,0.64416,82.449,101.733,0.47321,0.79018,0.882102,C,0.0,0.00142
8118.107,0.64582,159.354,3.4861,22,0.8654,19.039,1.98193,10.12073,2449.667,5668.44,8539.903,0.058457,0.899653,81.65,103.029,0.30175,1.05196,0.972686,C,0.0,0.006628
8015.817,0.64436,171.609,3.2289,23,0.6755,15.537,1.96003,7.98318,2273.477,5742.34,7340.895,0.130697,0.84773,83.085,103.302,0.28362,0.9158,0.942472,C,0.0,-0.01867
11924.784,0.47152,178.189,1.0854,24,0.7165,17.197,1.949,5.97277,4652.637,7272.147,5049.843,0.158035,0.672084,83.691,102.457,0.39017,0.42347,0.869232,C,0.0,0.001019
10556.272,0.36432,168.956,2.4174,25,0.656,16.399,1.96462,7.83383,4840.393,5715.878,11701.344,0.052064,0.628749,81.946,101.727,0.45853,1.10847,0.934473,C,0.001,-0.001783
7000.0,0.3428,174.308,3.9961,18,0.658,11.844,1.95545,6.35305,3351.85,3648.15,13394.383,0.070503,0.592976,82.392,101.751,0.47884,1.91348,0.901518,C,0.0,0.019125
8373.691,0.48126,183.515,3.585,16,0.7809,12.494,1.94041,6.47601,3225.015,5148.676,11561.569,0.123217,0.705537,83.424,102.925,0.38514,1.3807,0.901394,C,0.0,-0.035562
10098.218,0.48122,168.06,2.6073,25,0.6949,17.373,1.96618,8.48948,3914.618,6183.601,10206.395,0.06379,0.745488,82.066,102.453,0.38765,1.01071,0.948613,C,-0.001,-0.049359
8516.654,0.3294,210.088,2.7948,25,0.895,22.376,1.90144,10.58978,4093.51,4423.144,11440.354,0.016086,0.61936,82.899,103.497,0.48065,1.34329,0.976528,C,0.0,0.019158
10786.933,0.32461,176.461,3.8303,16,0.7995,12.792,1.95185,6.78371,5354.073,5432.859,20507.461,0.062312,0.58311,82.364,101.789,0.49635,1.90114,0.904723,C,0.001,-0.031087
10748.691,0.40218,154.809,2.1119,27,0.7985,21.56,1.99056,10.07266,5312.766,5435.925,11219.771,0.024492,0.771308,81.015,101.942,0.49427,1.04383,0.9699,C,0.0,0.015842
11246.217,0.38577,155.393,2.2556,24,0.7184,17.241,1.98943,8.21636,5366.518,5879.699,12104.722,0.047279,0.694713,81.34,101.467,0.47718,1.07634,0.941517,C,0.0,0.026196
8754.692,0.59604,217.796,3.8086,19,0.7647,14.53,1.89119,7.33316,2762.589,5992.102,10521.483,0.139637,0.806458,84.769,105.038,0.31556,1.20181,0.926073,C,0.001,0.008385
11205.847,0.49363,174.158,2.3961,17,0.692,11.764,1.9557,5.56722,4409.387,6796.46,10565.203,0.185212,0.69373,83.9,102.409,0.39349,0.94283,0.852362,C,0.0,-0.037326
13000.0,0.49649,148.521,1.5944,17,0.8125,13.813,2.00297,5.89655,5184.75,7815.25,8266.427,0.17229,0.711572,82.699,101.205,0.39883,0.63588,0.861601,C,0.0,-0.02365
8765.064,0.41184,134.95,1.9749,26,0.8943,23.251,2.03197,10.94353,3547.051,5218.012,7005.161,0.02127,0.677346,80.091,100.192,0.40468,0.79921,0.9791,C,0.001,-0.041373
12121.912,0.4768,174.153,2.5096,18,0.694,12.492,1.95571,5.99168,4416.224,7705.687,11083.169,0.170964,0.65208,83.712,102.134,0.36432,0.91431,0.869368,C,0.001,-0.012057
11405.457,0.44674,218.663,2.7709,22,0.877,19.294,1.89007,9.02544,4553.886,6851.572,12618.212,0.049526,0.710752,83.606,104.44,0.39927,1.10633,0.955737,C,-0.001,-0.0304
10915.85,0.42418,173.045,3.3413,17,0.8869,15.077,1.95758,7.79468,4627.679,6288.171,15462.311,0.067175,0.68692,82.301,102.31,0.42394,1.4165,0.932864,C,0.0,-0.049507
10102.561,0.56286,158.236,2.5847,17,0.6626,11.264,1.98403,5.56446,3270.533,6832.028,8453.501,0.248733,0.713234,84.117,101.74,0.32373,0.83677,0.856939,C,0.0,0.003341
8246.222,0.40018,194.154,4.3072,18,0.7361,13.249,1.92407,7.03703,3552.807,4693.415,15302.819,0.074958,0.646371,83.156,103.008,0.43084,1.85574,0.919299,C,0.0,-0.025534
8640.754,0.65227,168.854,3.5723,22,0.7019,15.442,1.96479,8.14833,2072.312,6568.442,7402.846,0.150616,0.810536,83.242,102.922,0.23983,0.85674,0.944621,C,0.0,0.022562
11079.046,0.49494,156.114,3.6428,25,0.6642,16.606,1.98805,8.95303,4275.509,6803.538,15574.973,0.057679,0.769728,81.507,102.001,0.38591,1.4058,0.955027,C,-0.001,-0.017754
11610.324,0.33691,157.3,3.2533,18,0.8663,15.593,1.9858,8.18206,5689.403,5920.921,18509.122,0.041123,0.62113,81.338,101.083,0.49003,1.5942,0.940188,C,0.0,0.007279
11929.167,0.54109,151.312,1.5354,17,0.7925,13.472,1.99739,5.6444,3780.144,8149.023,5804.054,0.250517,0.675876,83.851,101.123,0.31688,0.48654,0.853287,C,0.0,0.033568
11418.637,0.42314,141.449,3.0086,17,0.7783,13.232,2.01769,6.97094,5720.568,5698.07,17211.042,0.076763,0.770875,81.125,101.195,0.50099,1.50728,0.909114,C,-0.001,0.054388
11579.962,0.59769,173.615,2.5019,21,0.7202,15.123,1.95662,7.25229,3923.504,7656.458,9816.068,0.145964,0.829167,83.362,103.277,0.33882,0.84768,0.917255,C,0.0,0.054839
9386.529,0.33189,217.189,4.3906,22,0.8038,17.684,1.89199,9.18412,4899.098,4487.431,21510.135,0.025078,0.666844,83.238,104.093,0.52193,2.2916,0.960562,C,0.0,0.019092
8206.046,0.57834,142.197,3.5431,25,0.8568,21.421,2.01609,11.71346,2295.939,5910.107,8134.706,0.032423,0.790412,80.573,101.367,0.27979,0.99131,0.984315,C,0.0,0.023919
10357.43,0.43723,139.917,3.3136,26,0.8858,23.03,2.02099,12.44735,3733.408,6624.022,12371.032,0.01572,0.6748,80.249,100.471,0.36046,1.19441,0.98704,C,0.0,-0.0001
10591.752,0.39058,172.598,1.3099,19,0.768,14.592,1.95834,5.56146,5240.351,5351.4,6864.222,0.114711,0.660733,82.911,102.116,0.49476,0.64807,0.854694,C,0.001,-0.045984
10096.135,0.43187,167.243,2.4442,25,0.8319,20.797,1.96762,9.98895,4656.317,5439.818,11380.984,0.028468,0.777162,81.568,102.622,0.4612,1.12726,0.969598,C,0.0,0.041954
8074.235,0.63315,169.177,2.1613,16,0.7054,11.287,1.96423,5.20941,1847.747,6226.488,3993.512,0.420992,0.696108,86.824,102.183,0.22884,0.4946,0.847837,C,-0.0,0.007077
9282.735,0.59897,172.185,3.2763,24,0.652,15.648,1.95904,8.06177,2593.298,6689.437,8496.542,0.124843,0.782771,83.029,102.902,0.27937,0.91531,0.941771,C,0.0,0.027391
8148.618,0.54275,183.067,1.0223,27,0.8899,24.026,1.94112,8.05569,2672.902,5475.716,2732.51,0.093196,0.762199,83.012,103.279,0.32802,0.33533,0.943676,C,0.0,-0.026615
10313.657,0.31272,175.106,2.7256,17,0.7851,13.347,1.95411,6.54165,4740.837,5572.82,12921.442,0.069571,0.519565,82.409,101.305,0.45967,1.25285,0.897737,C,0.0,0.019823
8504.719,0.56488,172.148,3.9035,16,0.8666,13.866,1.95911,7.42315,2721.45,5783.27,10623.204,0.125471,0.77166,83.036,102.826,0.31999,1.2491,0.928924,C,-0.001,-0.035512
9733.594,0.68878,188.51,2.0136,19,0.7421,14.1,1.93261,6.20734,2182.631,7550.963,4394.992,0.347022,0.787572,86.554,103.692,0.22424,0.45153,0.887026,C,0.0,-0.043131
10477.591,0.66124,159.574,3.9002,20,0.7543,15.086,1.98152,8.21132,2185.734,8291.857,8524.707,0.181574,0.787677,83.285,102.301,0.20861,0.81361,0.942716,C,0.0,0.024761
10102.746,0.40793,187.917,3.5839,24,0.8206,19.694,1.93352,10.15232,5042.058,5060.688,18070.378,0.023473,0.790966,82.263,103.688,0.49908,1.78866,0.971282,C,0.0,0.028804
12148.252,0.66321,169.863,3.1807,26,0.6811,17.708,1.96304,9.08721,3536.054,8612.199,11247.25,0.100806,0.894121,82.624,103.523,0.29108,0.92583,0.955757,C,-0.001,0.038767
8308.808,0.47985,148.383,1.2578,23,0.8379,19.272,2.00325,7.45927,3685.809,4622.999,4635.93,0.075451,0.802267,81.415,101.796,0.4436,0.55795,0.930248,C,0.0,0.004005
7000.0,0.69395,190.654,3.1362,18,0.8989,16.18,1.92933,8.06233,1487.025,5512.975,4663.536,0.176868,0.833419,84.382,104.09,0.21243,0.66622,0.945857,C,0.0,0.024751
11456.899,0.53516,148.67,2.8094,23,0.8599,19.779,2.00267,10.13007,3961.234,7495.664,11128.605,0.046612,0.79335,81.046,101.753,0.34575,0.97135,0.969885,C,0.001,-0.052005
12188.601,0.6055,178.327,3.9775,23,0.8151,18.746,1.94877,9.99471,4273.915,7914.686,16999.393,0.055672,0.902408,82.345,103.984,0.35065,1.3947,0.96776,C,0.0,-0.015454
12213.823,0.41,160.574,3.586,18,0.8252,14.854,1.97967,7.93236,5536.019,6677.804,19852.196,0.060064,0.700097,81.721,101.775,0.45326,1.62539,0.933598,C,0.0,0.041438
10349.694,0.53253,195.426,3.6009,24,0.7704,18.49,1.92219,9.45658,3672.186,6677.509,13223.154,0.055393,0.794927,82.941,104.044,0.35481,1.27764,0.963093,C,-0.001,-0.02305
10807.299,0.50048,132.751,1.338,26,0.7163,18.624,2.03699,7.58305,4041.363,6765.936,5407.309,0.096455,0.741812,80.979,100.483,0.37395,0.50034,0.927931,C,0.0,-0.025181
10273.54,0.42271,161.938,1.581,25,0.8144,20.359,1.97716,8.50103,4984.712,5288.828,7880.672,0.044822,0.778871,81.575,102.365,0.4852,0.76708,0.948552,C,0.0,-0.011421
8433.792,0.56665,163.717,3.967,20,0.6969,13.939,1.97392,7.57043,2605.633,5828.159,10336.515,0.123536,0.764753,82.684,102.363,0.30895,1.22561,0.932645,C,0.0,0.016679
9651.964,0.69322,158.067,2.6954,22,0.7761,17.074,1.98435,8.53456,2081.763,7570.201,5611.223,0.160406,0.839745,82.944,102.566,0.21568,0.58136,0.950093,C,0.0,-0.03123
10656.534,0.58336,215.702,2.329,19,0.6731,12.789,1.89394,5.71436,3106.359,7550.175,7234.839,0.276167,0.70975,86.507,104.317,0.2915,0.67891,0.862003,C,0.0,-0.014878
9295.307,0.34395,132.724,1.0849,19,0.7786,14.794,2.03705,5.47726,4250.726,5044.581,4611.668,0.108256,0.542549,81.133,99.166,0.4573,0.49613,0.856067,C,0.0,0.021872
12761.204,0.38458,145.062,3.4516,24,0.8295,19.907,2.01007,10.77646,5715.182,7046.022,19726.693,0.021397,0.679162,80.556,100.797,0.44786,1.54583,0.975082,C,0.0,0.025692
8143.938,0.30542,163.148,1.1069,21,0.8575,18.009,1.97495,6.43867,4250.21,3893.728,4704.501,0.058042,0.575447,81.797,101.084,0.52189,0.57767,0.900821,C,0.0,-0.003241
9403.191,0.45792,199.405,1.7137,21,0.7742,16.257,1.91639,6.67783,3910.481,5492.71,6701.52,0.104458,0.709569,83.721,103.651,0.41587,0.71269,0.905135,C,0.0,-0.028544
11730.805,0.63995,169.927,1.4459,22,0.7535,16.576,1.96293,6.60895,3109.06,8621.744,4495.395,0.251332,0.780087,84.613,102.774,0.26503,0.38321,0.895911,C,0.001,0.01198
9524.453,0.39928,152.246,1.9302,22,0.7885,17.347,1.99555,7.89527,4127.184,5397.269,7966.352,0.057296,0.660794,81.34,101.074,0.43333,0.83641,0.937819,C,-0.0,-0.030512
8894.936,0.43104,174.201,1.0666,18,0.7275,13.095,1.95563,4.53293,3851.189,5043.748,4107.767,0.196972,0.609764,84.057,101.857,0.43296,0.46181,0.802149,C,-0.001,0.000858
8108.859,0.66134,155.93,1.5916,19,0.7191,13.663,1.9884,5.76752,2587.717,5521.143,4118.577,0.259672,0.849606,84.166,102.518,0.31912,0.50791,0.874699,C,-0.001,-0.041057
9351.123,0.44979,162.213,1.6491,18,0.7685,13.833,1.97665,5.86772,3828.918,5522.205,6314.426,0.138149,0.665868,82.818,101.633,0.40946,0.67526,0.874238,C,0.0,0.020822
12508.76,0.47454,212.729,2.2115,21,0.7496,15.742,1.89788,6.94562,5856.678,6652.082,12952.012,0.095851,0.807957,84.035,104.848,0.46821,1.03544,0.905429,C,0.0,-0.057689
10633.312,0.67914,145.698,3.3189,26,0.8726,22.687,2.00875,12.16042,2777.517,7855.794,9218.296,0.03756,0.905986,80.797,102.33,0.26121,0.86693,0.985554,C,0.001,-0.05541
10890.812,0.69318,165.891,3.1963,24,0.7037,16.888,1.97002,8.72195,2240.353,8650.459,7160.843,0.16341,0.830379,83.296,102.905,0.20571,0.65751,0.951506,C,-0.0,0.037484
9701.888,0.68631,172.302,3.9809,24,0.7159,17.182,1.95885,9.2328,2544.009,7157.88,10127.435,0.102457,0.893823,82.738,103.64,0.26222,1.04386,0.960854,C,-0.001,-0.026552
11473.841,0.69725,130.07,2.5057,21,0.788,16.548,2.04323,8.45137,1921.334,9552.507,4814.252,0.225761,0.79208,82.556,100.648,0.16745,0.41958,0.94578,C,0.0,0.023608
9928.801,0.46448,168.575,4.2381,22,0.8944,19.678,1.96528,10.75684,3976.679,5952.122,16853.568,0.026813,0.756892,81.598,102.554,0.40052,1.69744,0.976879,C,0.0,-0.01073
8630.364,0.44735,139.759,2.0015,23,0.8819,20.284,2.02133,9.5191,3385.872,5244.492,6776.719,0.039071,0.710945,80.55,100.7,0.39232,0.78522,0.965735,C,0.0,-0.041434
9819.755,0.43693,123.079,3.1039,21,0.7788,16.355,2.06023,8.94132,3770.584,6049.17,11703.386,0.049504,0.67842,79.878,99.448,0.38398,1.19182,0.956495,C,0.001,0.00865
10397.786,0.55445,174.664,3.6516,27,0.7682,20.74,1.95485,10.91382,3436.132,6961.654,12547.335,0.037235,0.809736,81.966,103.199,0.33047,1.20673,0.977807,C,0.0,0.006209
11897.929,0.49583,167.002,2.6203,22,0.8334,18.335,1.96805,8.98452,4849.025,7048.905,12706.14,0.055402,0.798811,81.914,102.753,0.40755,1.06793,0.954462,C,-0.001,-0.038399
10066.453,0.68329,183.769,3.7026,26,0.6549,17.027,1.94001,8.88419,2571.157,7495.296,9520.01,0.119617,0.876649,83.385,104.066,0.25542,0.94572,0.955286,C,-0.0,0.00884
10820.411,0.3144,130.733,3.7255,25,0.7077,17.692,2.04167,9.95542,5487.096,5333.314,20441.928,0.019484,0.617815,79.865,99.539,0.50711,1.8892,0.968573,C,0.001,0.025251
13000.0,0.41647,206.45,2.5328,27,0.7536,20.348,1.90643,9.41289,5747.999,7252.001,14558.273,0.038076,0.716388,83.074,103.989,0.44215,1.11987,0.959576,C,0.0,0.002698
9429.946,0.59776,198.075,1.0971,25,0.6896,17.24,1.91831,5.87551,3112.069,6317.877,3414.126,0.227719,0.780034,85.304,104.059,0.33002,0.36205,0.874277,C,0.0,0.008413
8309.498,0.42774,152.739,3.8957,26,0.7784,20.239,1.99458,11.11961,4099.488,4210.009,15970.486,0.016796,0.827887,80.827,102.204,0.49335,1.92196,0.980628,C,0.001,0.037953
11676.051,0.32651,176.273,4.1967,23,0.8726,20.069,1.95216,10.84163,4934.461,6741.59,20708.364,0.018251,0.552137,81.775,101.575,0.42261,1.77358,0.976376,C,0.0,0.007286
10646.895,0.37391,164.174,1.9849,16,0.7026,11.241,1.9731,5.08014,4713.623,5933.272,9356.012,0.145476,0.555395,82.992,101.004,0.44272,0.87875,0.827753,C,0.0,-0.048113
10241.867,0.51889,185.929,2.6845,22,0.8516,18.736,1.93661,9.02227,3736.799,6505.067,10031.428,0.060909,0.781969,82.687,103.539,0.36486,0.97945,0.957172,C,0.001,0.03694
10884.895,0.65484,173.066,3.0722,18,0.7559,13.606,1.95755,6.89465,3204.608,7680.287,9845.063,0.204435,0.842772,84.113,103.34,0.29441,0.90447,0.908088,C,0.0,-0.00023
9529.758,0.43604,174.143,3.3825,16,0.8613,13.781,1.95572,7.13448,4196.297,5333.461,14193.772,0.080372,0.71587,82.516,102.554,0.44034,1.48942,0.918835,C,0.0,0.02617
11252.792,0.5895,175.178,2.6243,18,0.8914,16.045,1.95399,7.78248,3559.901,7692.891,9342.201,0.126873,0.803581,83.168,103.183,0.31636,0.83021,0.931913,C,0.0,0.004522
9514.465,0.40828,147.652,1.4385,17,0.6992,11.886,2.00474,4.87673,4635.917,4878.548,6668.662,0.149816,0.653893,82.364,100.776,0.48725,0.7009,0.821207,C,0.0,-0.017158
11290.092,0.64661,150.231,1.3918,19,0.7433,14.123,1.99954,5.6947,3263.454,8026.639,4542.053,0.316622,0.780773,84.678,101.756,0.28905,0.4023,0.85846,C,-0.001,0.022044
8272.469,0.50659,153.748,2.4514,27,0.7528,20.325,1.99261,9.95284,3386.391,4886.078,8301.28,0.036023,0.832725,81.123,102.29,0.40936,1.00348,0.970891,C,-0.0,0.002805
9211.678,0.59767,182.058,3.7704,21,0.8083,16.974,1.94273,8.9094,3022.734,6188.943,11397.06,0.078659,0.851157,82.784,103.819,0.32814,1.23724,0.956813,C,0.001,0.0162
10387.595,0.3417,166.782,1.2798,16,0.8772,14.035,1.96844,5.33573,4757.368,5630.227,6088.711,0.116617,0.531883,82.713,100.98,0.45799,0.58615,0.843695,C,-0.0,0.0292
9655.401,0.46998,175.331,1.5413,19,0.7921,15.049,1.95373,6.11309,3853.631,5801.77,5939.716,0.137169,0.691036,83.31,102.447,0.39912,0.61517,0.883513,C,0.0,0.014718
10847.715,0.44564,150.124,2.7777,27,0.8205,22.154,1.99975,11.28926,4045.928,6801.787,11238.289,0.023562,0.696708,80.805,101.195,0.37298,1.03601,0.98028,C,0.0,-0.01386
9909.041,0.3692,169.561,3.9444,26,0.888,23.088,1.96356,12.42791,4333.277,5575.764,17092.378,0.01087,0.64769,81.425,101.882,0.43731,1.72493,0.987125,C,-0.0,-0.051369
9300.658,0.66549,185.872,1.5441,20,0.844,16.88,1.9367,6.77193,2941.15,6359.508,4541.442,0.192563,0.884208,84.423,104.211,0.31623,0.48829,0.908497,C,0.0,0.010375
10230.549,0.55836,162.764,3.4543,18,0.6835,12.302,1.97565,6.49605,3370.088,6860.461,11641.242,0.175691,0.746345,83.335,102.192,0.32941,1.13789,0.896349,C,0.0,-0.035556
9193.414,0.62285,144.597,3.6961,23,0.7211,16.586,2.01104,9.12013,2146.306,7047.108,7932.933,0.106964,0.779966,81.664,101.436,0.23346,0.86289,0.959907,C,0.0,0.035797
8148.067,0.69609,201.558,2.9074,23,0.7566,17.403,1.9133,8.40174,1687.539,6460.529,4906.273,0.167708,0.834113,84.627,104.563,0.20711,0.60214,0.950102,C,-0.001,-0.037058
8214.958,0.49134,185.606,2.4076,17,0.7854,13.353,1.93711,6.2378,3181.526,5033.432,7659.832,0.135295,0.716384,83.657,103.092,0.38728,0.93243,0.893357,C,0.0,0.022754
8929.601,0.48356,144.62,2.9796,24,0.814,19.536,2.01099,10.21884,3340.381,5589.22,9953.044,0.034996,0.75164,80.715,101.25,0.37408,1.11461,0.972927,C,0.0,0.016565
9464.459,0.49303,180.299,1.454,16,0.828,13.248,1.94556,5.22414,3756.055,5708.404,5461.468,0.196391,0.688222,84.274,102.663,0.39686,0.57705,0.841919,C,0.0,-0.042394
10111.166,0.6197,169.557,1.8976,17,0.786,13.362,1.96357,5.90451,2216.491,7894.675,4205.929,0.359134,0.692853,86.022,102.18,0.21921,0.41597,0.87296,C,-0.0,0.023034
11372.702,0.34926,172.249,1.815,27,0.6536,17.648,1.95894,7.65092,6133.867,5238.835,11132.874,0.046328,0.703954,81.995,102.384,0.53935,0.97891,0.928458,C,-0.0,-0.038743
11458.34,0.57146,167.828,3.2505,21,0.868,18.229,1.96659,9.42773,3697.164,7761.177,12017.563,0.068202,0.8112,82.115,102.875,0.32266,1.0488,0.961492,C,-0.001,-0.037785
13000.0,0.3095,138.953,1.4027,16,0.8391,13.425,2.02308,5.52267,6958.575,6041.425,9760.913,0.091211,0.560923,81.201,99.663,0.53527,0.75084,0.842252,C,0.0,0.02718
12626.12,0.43864,162.536,3.0607,26,0.6655,17.304,1.97606,8.88339,5397.944,7228.175,16521.232,0.049406,0.72931,81.659,102.068,0.42752,1.3085,0.951846,C,0.001,0.050146
9699.55,0.39956,214.116,4.1042,16,0.7863,12.581,1.89603,6.47194,3814.788,5884.762,15656.789,0.104514,0.59082,84.192,103.47,0.3933,1.61418,0.897124,C,0.0,0.01836
12685.15,0.51231,198.543,3.3506,24,0.8172,19.613,1.91763,9.83488,4128.285,8556.865,13832.239,0.054422,0.733217,83.032,103.77,0.32544,1.09043,0.965429,C,0.0,0.020786
11769.022,0.68243,174.921,1.2352,26,0.7133,18.546,1.95442,6.86755,2510.288,9258.734,3100.816,0.304542,0.784892,85.504,103.047,0.2133,0.26347,0.904815,C,0.0,-0.060691
9351.762,0.4463,160.701,1.8305,20,0.7777,15.553,1.97943,6.86785,4061.915,5289.847,7435.189,0.09106,0.719081,82.135,101.907,0.43435,0.79506,0.911379,C,0.0,-0.01507
11089.009,0.48943,148.849,1.7501,26,0.7228,18.793,2.00231,8.30359,3930.879,7158.13,6879.312,0.077963,0.715394,81.468,101.248,0.35448,0.62037,0.943534,C,0.0,-0.052698
11680.345,0.50145,162.305,3.9288,24,0.7249,17.397,1.97649,9.448,4693.063,6987.283,18438.032,0.048024,0.805993,81.632,102.563,0.40179,1.57855,0.96152,C,-0.001,0.028156
10375.248,0.56128,184.778,2.0223,26,0.8435,21.931,1.93841,9.71279,3555.162,6820.086,7189.428,0.05531,0.825034,82.572,103.771,0.34266,0.69294,0.966233,C,0.0,-0.019646
12027.933,0.59944,194.623,2.9421,25,0.762,19.051,1.92338,9.29995,3860.444,8167.49,11357.701,0.076441,0.846639,83.192,104.351,0.32096,0.94428,0.959071,C,-0.001,0.012392
11268.281,0.44362,206.111,2.9463,18,0.7586,13.655,1.9069,6.58044,5108.033,6160.248,15049.895,0.101528,0.727279,83.901,104.047,0.45331,1.3356,0.896254,C,0.0,0.007438
10976.056,0.43149,143.8,3.4279,17,0.6769,11.508,2.0127,6.2315,4287.651,6688.405,14697.47,0.128387,0.625794,81.912,100.373,0.39064,1.33905,0.883768,C,0.0,0.016036
9633.46,0.46951,158.379,2.1357,25,0.7654,19.134,1.98376,8.92699,3782.87,5850.589,8079.024,0.051985,0.739477,81.525,101.92,0.39268,0.83864,0.956522,C,0.001,-0.022694
11168.24,0.45602,177.059,3.1695,25,0.6847,17.117,1.95086,8.69525,4261.774,6906.466,13507.698,0.05897,0.701023,82.342,102.595,0.3816,1.20947,0.950654,C,-0.0,0.032477
9956.61,0.48767,155.287,3.4434,17,0.7733,13.146,1.98964,7.00827,4006.111,5950.499,13794.7,0.104153,0.745871,82.087,101.799,0.40236,1.38548,0.914068,C,0.0,-0.01312
11623.018,0.53311,184.075,1.2129,26,0.8985,23.361,1.93952,8.48199,4200.13,7422.888,5094.372,0.079475,0.789788,82.866,103.507,0.36136,0.4383,0.946128,C,0.0,0.033926
7350.584,0.6761,155.947,3.0039,16,0.7936,12.697,1.98837,6.54736,1852.532,5498.052,5564.73,0.249679,0.819783,84.035,102.322,0.25203,0.75705,0.906929,C,0.0,-0.018058
11218.451,0.33305,182.494,1.5428,20,0.7425,14.85,1.94203,5.98023,5843.956,5374.495,9015.992,0.081718,0.606343,82.84,102.224,0.52092,0.80368,0.872186,C,-0.0,-0.038713
11879.97,0.33265,159.03,2.8112,25,0.8679,21.696,1.98254,10.95244,5736.67,6143.3,16126.864,0.015746,0.628571,81.074,101.223,0.48289,1.35748,0.977143,C,-0.0,0.04219
10947.551,0.43939,200.429,1.51,21,0.7786,16.351,1.91492,6.39082,4644.641,6302.91,7013.63,0.113752,0.679348,83.878,103.494,0.42426,0.64066,0.890163,C,0.0,0.037928
10130.013,0.59368,165.188,3.0972,20,0.6872,13.744,1.97127,7.0509,2988.381,7141.632,9255.555,0.171262,0.770442,83.372,102.474,0.295,0.91368,0.914899,C,0.0,-0.02323
10928.917,0.43901,151.856,1.4302,24,0.8352,20.045,1.99632,8.15517,4544.939,6383.978,6500.371,0.062495,0.707055,81.393,101.358,0.41586,0.59479,0.940799,C,-0.0,0.044325
8551.98,0.38009,187.728,2.0912,24,0.6536,15.686,1.93381,6.99851,4110.683,4441.297,8596.332,0.065307,0.671449,82.808,102.891,0.48067,1.00519,0.917412,C,0.0,-0.038726
8751.528,0.36036,160.062,3.7524,23,0.6767,15.563,1.98062,8.3981,3753.303,4998.225,14083.749,0.042785,0.598834,81.472,101.08,0.42887,1.60929,0.94908,C,0.0,0.008492
9533.039,0.68483,229.715,2.5306,17,0.6689,11.371,1.87614,5.1283,2559.173,6973.866,6476.138,0.417896,0.78278,88.796,105.336,0.26845,0.67934,0.836184,C,0.0,0.040111
9962.354,0.66626,170.945,3.6027,26,0.6753,17.559,1.96117,9.25698,2819.986,7142.368,10159.577,0.092083,0.892964,82.55,103.568,0.28306,1.0198,0.960878,C,0.0,-0.032294
12164.588,0.39196,172.684,3.6217,23,0.8947,20.577,1.95819,10.83644,5270.874,6893.713,19089.698,0.021708,0.675055,81.687,102.215,0.4333,1.56928,0.976003,C,0.001,-0.02365
8829.527,0.44279,135.487,2.1365,24,0.7728,18.546,2.03076,8.94947,3386.608,5442.919,7235.554,0.048585,0.688067,80.477,100.295,0.38355,0.81947,0.957915,C,0.0,-0.005037
11509.185,0.64845,195.755,1.2213,21,0.7784,16.347,1.92171,5.87086,2963.734,8545.451,3619.688,0.337229,0.756391,86.672,103.804,0.25751,0.3145,0.866081,C,0.0,-0.028267
8108.932,0.38067,194.938,3.4805,17,0.8242,14.011,1.92291,7.11624,3831.239,4277.692,13334.447,0.062967,0.665209,83.025,103.167,0.47247,1.64441,0.921847,C,0.001,0.026301
8992.48,0.64369,143.334,1.7799,24,0.6785,16.285,2.01368,7.29825,2029.358,6963.122,3612.004,0.215037,0.768619,83.035,101.289,0.22567,0.40167,0.92461,C,0.0,-0.005474
10036.232,0.52953,156.003,2.6485,20,0.6517,13.034,1.98826,6.50238,3702.563,6333.669,9806.199,0.147587,0.752808,82.69,101.883,0.36892,0.97708,0.897177,C,0.0,-0.000927
11550.148,0.43575,180.447,3.69,22,0.7381,16.237,1.94532,8.50105,4557.372,6992.776,16816.775,0.058974,0.6813,82.466,102.624,0.39457,1.45598,0.946598,C,-0.0,0.032246
9605.015,0.47511,201.912,2.7821,17,0.8473,14.404,1.9128,6.87182,3744.744,5860.271,10418.289,0.108682,0.709264,83.86,103.754,0.38987,1.08467,0.910816,C,0.0,-0.026841
